latency
75.61
67.54
76.39
75.05
86.02
77.74
88.72
71.57
76.61
73.93
76.17
84.56
74.26
74.16
78.96
80.09
72.69
70.46
92.63
87.58
79.98
63.96
73.93
75.49
89.83
66.65
83.78
88.04
67.1
81.2
85.8
73.58
87.36
82.66
72.92
66.53
87.04
67.44
70.57
78.18
82.89
77.51
73.25
63.52
81.21
87.58
71.57
91.85
72.58
75.83
65.19
79.86
91.28
88.83
81.54
76.5
75.6
70.12
69.56
79.86
77.62
66.88
83.56
92.18
81.99
63.4
72.59
74.82
88.15
83.33
84.56
68.77
64.63
69.79
67.88
85.24
86.58
63.84
74.26
80.64
67.99
72.24
70.57
81.77
65.98
71.24
77.73
78.85
81.65
68.55
94.86
76.28
78.07
67.65
64.18
66.76
83.34
62.84
61.48
88.59
65.52
69.23
61.83
71.58
95.55
75.15
89.05
86.02
72.24
78.86
73.92
85.12
87.7
91.4
64.52
84.78
74.37
83.56
65.07
70.91
89.61
75.83
72.24
91.28
71.35
81.54
86.36
69.66
76.96
70.91
74.04
84.34
84.24
64.52
82.56
78.4
71.13
71.01
78.63
81.77
76.28
68.55
78.07
76.05
83.11
76.39
76.4
70.57
64.52
76.83
77.29
68.55
71.13
80.54
78.85
76.61
77.17
72.8
77.96
73.48
92.97
77.17
69.89
79.18
78.29
72.46
79.42
88.71
67.09
82.1
73.71
71.92
70.12
78.18
88.72
59.7
66.2
73.92
76.51
69.22
81.2
82.44
60.94
76.95
69.45
80.98
87.03
64.52
76.28
63.17
88.6
81.65
81.21
84.46
74.71
82.22
90.73
72.13
86.92
80.76
72.48
71.24
81.55
86.69
74.37
67.87
75.28
83.11
80.3
69.44
79.87
69.22
74.49
72.69
71.13
71.57
75.16
88.82
72.24
74.48
64.63
81.43
87.7
73.82
82.32
77.4
75.49
68.55
76.84
81.54
77.85
89.27
72.46
81.88
78.07
93.74
92.63
68.1
89.49
80.87
69.56
61.16
77.84
60.16
86.36
80.75
73.92
74.83
83.78
68.67
88.49
78.4
91.4
69.45
65.19
83.68
63.52
68.44
84.9
85.8
80.54
57.92
73.82
86.13
87.03
76.84
62.28
89.38
78.97
71.47
65.86
74.6
82.78
60.26
68.89
69.22
84.67
62.4
66.19
66.08
73.59
87.58
62.28
85.69
78.74
85.13
84.9
84.56
88.16
67.43
73.92
87.26
79.64
83.34
85.8
75.95
76.62
93.97
78.08
90.16
79.64
75.71
69.56
83.33
83.0
72.24
79.53
81.2
66.87
68.21
61.16
83.23
92.18
90.28
71.8
66.86
75.95
88.37
71.69
68.88
80.53
79.2
82.88
75.5
79.52
87.14
66.87
85.68
68.78
77.84
77.18
76.84
72.58
78.63
75.05
66.3
78.41
89.61
68.1
85.9
69.55
85.91
94.76
70.34
75.83
78.19
66.2
73.36
81.09
76.17
86.24
69.12
73.25
89.16
78.86
65.19
75.94
81.1
70.34
68.11
69.9
80.65
82.44
73.36
63.96
82.44
69.23
80.65
71.12
79.86
76.61
79.64
68.32
81.21
74.94
73.82
93.3
69.66
75.61
67.54
92.97
80.09
69.23
62.84
66.19
68.56
69.45
79.64
82.77
79.87
66.54
74.71
80.08
73.48
82.88
82.21
86.03
87.26
67.76
75.39
83.79
74.16
84.0
61.95
72.8
87.15
83.0
79.52
76.51
76.5
66.2
61.82
70.57
64.85
86.91
83.78
69.56
78.63
73.47
75.5
72.24
74.82
86.59
78.74
85.34
89.49
84.9
82.0
76.38
79.86
65.19
65.2
77.74
69.67
81.32
75.72
67.2
69.9
79.53
74.38
71.01
82.89
78.18
66.2
74.82
82.89
75.5
87.59
76.06
71.9
76.16
66.88
72.92
73.14
79.75
84.45
73.15
74.16
79.74
80.98
75.95
75.05
72.92
82.77
83.68
72.81
78.63
78.97
85.34
74.82
74.94
99.24
85.01
90.84
84.57
75.6
71.24
76.5
79.52
88.38
60.72
95.21
78.18
86.8
80.31
93.41
83.56
77.18
95.55
89.16
68.56
90.61
63.18
83.44
86.13
65.97
80.87
77.17
84.9
65.19
88.16
83.56
75.49
78.3
71.8
78.52
71.91
87.48
79.64
76.39
91.4
80.09
72.48
82.89
71.8
69.9
72.24
83.1
89.05
72.69
71.24
84.9
74.48
66.87
76.84
67.88
58.8
65.31
69.11
71.91
79.75
75.38
91.62
80.43
84.9
68.11
72.81
83.44
78.07
76.39
68.56
79.41
75.26
80.64
67.88
72.47
63.62
71.46
91.07
65.64
82.54
83.68
73.71
70.23
73.48
66.88
65.87
79.42
82.21
75.16
73.03
74.82
88.26
88.82
65.2
81.32
82.11
74.49
66.2
77.07
64.97
68.88
74.38
65.08
71.47
87.04
65.74
72.47
76.17
78.86
76.28
86.81
64.52
83.22
68.1
84.34
88.6
64.41
68.78
73.58
79.19
74.26
71.47
72.8
84.23
90.84
73.04
69.44
78.96
67.32
85.91
67.88
73.14
87.04
70.68
68.88
70.35
98.34
74.82
77.17
74.82
83.11
66.42
76.95
63.07
65.86
86.58
78.52
73.04
78.3
80.09
78.4
80.54
86.92
85.91
78.29
90.4
79.31
64.51
64.63
70.78
82.1
93.75
82.44
65.52
82.44
80.64
84.46
71.24
73.48
88.6
74.49
80.42
68.66
96.33
84.78
68.54
76.84
79.08
79.86
70.57
67.88
75.16
75.94
75.5
84.57
78.52
78.75
76.84
66.2
79.86
84.22
67.54
75.05
79.08
72.48
82.44
82.89
77.18
67.99
69.1
77.29
70.79
65.87
83.33
85.01
87.25
70.78
77.18
74.94
79.87
75.83
71.91
80.53
67.2
78.52
75.72
86.69
77.96
69.78
72.02
77.74
78.64
87.7
89.5
72.81
84.22
72.14
75.27
84.78
80.64
77.17
62.84
79.86
77.17
85.24
67.54
66.76
81.21
78.52
73.03
64.4
79.86
80.64
66.43
89.49
59.81
80.42
77.84
73.37
71.69
68.66
74.15
66.98
83.56
95.2
77.39
62.84
63.62
91.5
76.06
83.33
71.46
72.36
72.92
83.0
73.58
77.52
75.16
81.88
72.14
78.86
73.48
75.27
75.94
77.84
68.78
76.06
81.99
70.12
91.62
72.81
70.57
82.22
78.85
79.76
71.9
85.02
68.1
64.18
67.54
67.44
78.63
74.16
85.57
89.28
71.02
72.8
80.65
82.44
72.92
75.16
63.5
79.3
67.54
70.68
90.5
76.94
76.28
80.65
84.8
69.12
72.14
81.32
66.42
65.19
71.01
78.74
85.02
65.41
71.13
88.48
75.72
56.34
87.92
78.07
60.03
79.08
63.85
70.34
79.74
78.63
74.37
81.55
82.66
77.51
70.67
78.63
86.92
73.15
77.17
66.2
64.52
67.88
85.34
72.36
86.47
91.28
80.99
74.38
66.87
68.88
79.3
73.02
99.24
81.66
75.38
69.23
70.12
79.07
81.99
65.52
87.93
78.74
84.67
91.18
80.08
94.99
70.8
73.14
80.42
78.41
79.76
85.46
87.04
69.78
72.8
86.02
70.11
90.61
78.41
67.54
72.13
88.04
89.82
74.48
69.79
66.2
70.12
102.6
79.19
79.19
73.48
83.22
80.76
71.68
75.72
82.78
86.14
88.04
75.83
76.5
84.9
69.12
71.24
70.8
73.93
72.81
83.89
64.85
92.62
77.73
73.48
77.84
81.21
