latency
109.54
66.98
92.74
74.82
86.48
94.31
88.59
87.92
59.93
74.37
75.61
84.34
91.17
74.26
89.04
79.64
66.98
69.79
79.19
97.12
96.21
97.67
89.94
93.19
89.04
83.1
67.55
88.38
82.89
98.12
85.91
90.16
87.04
82.66
106.4
82.88
70.34
100.48
87.03
78.75
70.01
89.6
90.5
79.52
81.32
71.24
71.58
91.4
73.14
91.96
97.66
80.75
91.28
88.6
81.1
87.48
81.21
87.03
85.91
96.21
77.62
66.98
83.79
75.38
90.96
81.76
94.65
91.28
88.26
66.64
68.11
102.15
71.8
79.3
84.01
85.13
86.7
80.31
90.95
75.49
89.6
88.82
86.91
95.76
78.3
84.01
88.83
79.3
81.32
77.4
85.69
92.86
86.36
92.18
64.63
90.27
76.62
62.16
78.3
72.36
