Samples,Min,Max,Mean,Median,stdDev
100,80.09,126.9,106.34740000000002,106.13,10.74298111512815
101.6,113.35,82.1,80.09,94.86,94.2,89.49,88.94,82.78,86.02,91.07,100.02,86.14,85.24,102.71,100.59,102.59,103.6,97.34,90.72,94.53,96.77,92.63,105.62,105.85,101.25,100.7,94.08,107.2,102.15,102.38,106.19,97.55,97.56,109.99,105.17,106.07,101.03,112.57,112.56,105.07,102.6,102.37,109.88,104.27,113.01,107.3,107.87,106.74,108.54,113.68,119.28,108.76,115.48,120.96,119.29,112.68,119.17,117.27,123.1,117.82,125.22,121.08,114.91,123.88,119.39,122.2,123.54,120.51,119.4,126.9,125.67,125.79,108.54,103.04,111.11,109.42,103.04,103.94,102.71,109.65,106.62,105.62,103.84,108.3,106.64,101.47,113.9,114.8,91.85,118.84,114.03,97.0,115.02,116.72,108.87,110.77,105.06,100.92,94.09
