Samples,Min,Max,Mean,Median,stdDev
100,165.54,340.27,196.14839999999995,192.64999999999998,23.964088913205103
192.42,200.59,193.09,191.63,219.3,210.79,188.84,205.07,192.98,190.41,226.13,217.96,207.43,190.63,179.32,179.87,172.49,170.35,192.88,187.38,179.77,180.66,340.27,226.02,189.51,183.13,183.8,188.05,183.57,197.9,335.78,173.5,187.38,215.84,189.52,199.58,187.39,167.11,203.84,195.22,182.46,194.22,206.3,196.68,198.03,187.84,204.74,208.44,189.07,192.2,198.7,179.66,208.32,188.61,198.24,176.18,175.52,170.02,202.84,229.83,194.22,199.48,201.05,192.08,198.7,196.45,189.06,208.21,188.16,216.5,184.81,185.14,181.34,202.84,184.59,185.59,186.48,196.78,190.85,180.89,184.36,205.42,203.96,181.89,165.54,187.95,194.44,195.56,198.24,184.92,195.0,209.78,211.01,200.93,197.57,199.93,183.8,178.98,194.67,172.37
