latency
84.9
88.94
65.64
82.78
80.31
82.56
75.84
93.97
100.03
81.66
98.79
90.95
86.25
76.28
104.06
101.6
77.63
77.52
81.54
77.39
86.36
86.13
77.62
84.57
80.2
75.61
75.38
60.37
77.51
68.21
75.16
94.31
73.15
89.04
79.64
74.49
80.76
89.38
63.96
86.7
73.93
82.77
76.62
69.56
71.46
84.24
76.95
78.52
79.97
90.17
86.58
101.48
78.74
86.13
73.82
80.65
82.1
78.18
74.7
87.7
99.34
92.63
78.52
80.3
90.28
84.8
82.0
81.43
77.63
85.57
92.3
95.2
91.17
91.29
72.58
81.32
74.82
85.69
78.29
88.72
72.25
93.3
77.74
70.24
73.37
95.09
85.9
83.1
88.38
91.62
81.42
85.68
89.39
74.6
87.92
74.37
90.84
70.45
68.0
77.06
73.14
97.56
73.81
77.06
83.44
80.87
94.2
92.86
75.82
68.22
100.47
87.25
97.34
93.07
88.59
92.85
96.33
76.39
89.61
75.95
93.08
80.64
95.98
78.3
92.07
91.06
74.04
76.16
68.0
97.55
82.44
74.82
87.59
75.83
73.03
88.26
76.84
74.82
106.63
88.72
83.34
78.74
84.11
92.96
85.91
87.37
87.48
84.46
84.78
100.58
85.35
89.84
91.29
85.34
82.56
64.29
83.89
79.74
65.19
80.2
80.76
83.56
76.51
105.39
87.26
77.07
86.24
76.06
90.28
90.39
77.07
78.75
73.59
85.12
65.2
83.0
89.6
77.4
67.1
83.34
86.13
92.74
82.66
90.95
71.68
75.05
91.74
86.81
84.46
70.23
76.06
74.15
89.49
91.4
79.86
75.94
95.66
77.85
77.96
86.92
95.32
93.64
78.63
95.77
82.55
91.28
86.7
88.14
70.68
91.85
104.61
91.63
81.32
95.32
79.86
92.18
83.78
77.62
95.76
73.93
90.28
69.68
97.34
82.66
87.82
66.99
84.56
88.83
80.86
70.35
73.92
80.32
92.29
87.59
67.99
85.8
64.52
92.41
93.42
92.63
76.5
86.92
69.45
69.1
98.0
90.39
78.64
81.32
90.84
90.17
79.2
83.44
80.43
77.62
88.38
92.3
83.45
78.63
91.28
89.72
70.0
80.08
94.53
91.18
91.52
80.54
86.81
80.76
87.48
77.85
72.81
98.23
86.48
82.11
75.72
91.62
94.75
84.45
74.03
88.03
96.1
74.71
85.46
94.42
70.12
75.27
76.5
88.38
78.18
90.84
78.07
73.93
86.02
86.81
89.5
66.09
85.12
103.49
79.86
96.22
86.35
62.4
94.64
88.6
72.24
78.3
86.14
86.58
88.49
73.25
81.2
71.69
83.68
77.18
106.97
85.58
99.58
81.44
65.19
80.2
88.72
88.15
88.59
79.98
69.67
