Samples,Min,Max,Mean,Median,stdDev
100,88.37,135.42,108.66030000000002,107.24,11.30277854821548
92.51,117.04,93.3,108.19,102.82,94.19,88.71,88.37,109.88,107.07,126.23,117.72,107.41,90.84,112.57,96.66,105.62,103.94,92.85,120.74,96.43,97.33,123.88,109.1,106.07,99.8,100.59,121.53,116.94,97.78,102.37,106.96,120.85,99.12,122.88,99.8,120.51,116.93,120.75,111.89,99.12,127.58,106.19,130.38,114.47,121.08,104.95,108.31,105.4,109.21,131.94,96.33,91.62,105.51,131.49,109.43,108.76,104.38,135.42,113.02,110.89,100.25,117.04,108.87,98.34,113.35,122.31,91.74,104.73,99.9,101.47,118.62,97.78,119.74,101.14,118.83,103.16,96.77,108.09,96.99,117.95,105.4,103.94,98.34,115.81,104.73,127.57,128.81,98.57,101.48,128.24,109.77,127.79,117.5,114.25,100.14,116.82,112.45,94.76,88.94
