latency
309.35
316.41
310.24
308.23
302.62
294.11
305.54
304.76
293.12
306.78
309.68
301.18
307.44
307.33
295.69
296.69
305.65
303.53
309.8
304.08
313.16
297.02
307.22
309.02
306.22
299.6
300.5
304.87
316.63
314.51
302.3
306.88
304.32
298.82
306.33
299.72
303.86
316.86
303.98
311.7
299.27
294.01
306.43
296.91
314.4
304.31
304.65
308.57
305.54
309.12
298.48
296.46
291.43
305.32
314.61
309.46
308.9
303.52
302.62
296.58
294.23
299.95
300.51
308.68
315.07
313.16
305.77
307.78
304.98
299.82
301.62
318.31
314.39
303.08
301.17
302.06
303.18
296.69
307.78
297.14
301.07
305.54
303.74
315.06
299.16
304.32
311.36
295.23
298.49
301.5
294.68
309.69
311.36
300.61
314.27
299.84
300.06
295.9
294.67
305.65
