Samples,Min,Max,Mean,Median,stdDev
100,85.12,176.41,137.9851,138.04500000000002,17.5997947428372
126.01,150.64,109.76,141.47,152.99,127.23,139.0,154.57,160.17,140.34,142.92,134.3,157.59,140.79,129.14,163.2,155.8,136.98,176.41,120.52,130.03,147.28,140.56,159.16,106.08,116.49,150.53,138.1,116.6,114.46,119.06,157.02,120.96,132.38,156.25,133.17,136.88,167.33,153.79,128.14,149.42,160.95,122.76,147.17,147.74,137.99,121.42,125.12,122.2,142.48,148.41,129.93,141.46,138.66,148.3,142.7,125.56,136.65,153.11,112.89,111.0,166.89,116.93,175.51,115.14,146.5,172.6,141.13,121.63,133.18,134.97,85.12,164.43,136.64,117.84,118.73,119.74,146.72,141.47,130.49,117.5,122.2,137.32,165.31,132.16,137.87,144.48,145.61,165.1,168.12,128.24,143.03,111.23,133.96,147.62,116.82,133.63,145.72,161.4,105.51

