Samples,Min,Max,Mean,Median,stdDev
100,71.58,110.77,87.5517,87.2,7.32118884539936
95.66,83.89,93.2,91.62,86.14,110.77,88.94,88.15,93.19,90.38,92.96,84.24,91.06,90.84,96.0,96.44,89.16,87.14,76.27,87.59,79.64,80.64,73.58,92.96,89.5,99.8,100.48,84.46,87.14,81.32,86.02,73.81,87.14,82.22,89.6,83.44,87.14,83.89,87.26,78.41,82.32,77.73,89.94,80.09,81.21,87.93,88.16,91.96,88.71,92.52,81.88,80.75,90.62,88.59,82.33,92.4,91.95,86.92,86.14,96.66,94.08,71.69,95.88,92.07,98.67,96.43,89.15,74.82,71.58,83.22,101.37,85.24,81.21,83.67,77.85,78.52,86.47,80.19,74.59,80.42,84.56,86.47,86.25,85.24,82.33,88.04,77.73,95.66,98.34,84.9,94.98,96.55,91.17,100.81,97.44,100.35,83.56,80.43,93.52,88.82
