Samples,Min,Max,Mean,Median,stdDev
100,74.37,114.81,94.9944,94.53,9.518498864842082
90.96,83.78,93.18,106.62,104.38,94.2,88.82,88.15,109.55,90.95,92.74,101.25,107.52,90.72,93.07,85.57,102.82,87.37,109.42,87.6,96.43,97.22,90.51,109.21,106.07,82.99,93.3,112.45,114.81,99.68,102.49,106.96,91.51,94.98,74.37,98.46,87.14,83.89,87.15,78.63,99.13,94.08,78.96,91.28,80.98,87.93,104.95,81.09,99.57,81.42,92.97,79.98,91.5,88.82,98.12,106.19,82.21,100.13,102.94,96.33,107.86,103.16,84.01,108.54,98.8,109.66,92.52,91.62,104.72,100.02,101.47,86.91,96.21,87.26,100.14,89.26,99.46,96.88,91.29,113.91,114.81,108.54,86.92,98.67,82.55,76.38,89.28,95.54,81.77,101.7,94.53,110.1,94.53,100.81,80.64,100.25,83.55,95.87,94.87,88.93
